,authors,author_ids,title,abstract,pub_year,journal,citations,eprint_url,pub_url,citedby_url,scilab_url,related_articles_url,scholarbib_url
80,"['E Löwer', 'T Leißner', 'UA Peuker']","['', '', '']",Insight into filter cake structures using micro tomography: The dewatering equilibrium,"For the required data for the model, filter cakes were formed inside the XRM (ZEISS Xradia  Versa 510) using a custom in situ test rig. By  filtered back projection algorithm implemented  in the ZEISS Xradia reconstruction software (Xradia XMReconstructor 10.7). This includes",2020,Separation and Purification Technology,3,,https://www.sciencedirect.com/science/article/pii/S1383586620316890,"/scholar?cites=18138503310950817100&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D80%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=TF14zqjouPsJ&ei=jn9tYbq_DZ2N6rQPu_i3sAs&json=","/scholar?q=related:TF14zqjouPsJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:TF14zqjouPsJ:scholar.google.com/&output=cite&scirp=80&hl=en
81,['B Hagan'],[''],Looking Back to Look Forward: Reanimating Textiles for Novel Design and Manufacturing,"In 1949, the RISD Museum Costume & Textile Collection was gifted a large collection  of industrial textile samples manufactured by some of the finest export weaving facilities in  19th century France. These documents— still largely uncatalogued— are a remarkable of a",2020,Journal of Textile Design Research and Practice,0,https://scholar.archive.org/work/zspjj5jpnfg5bhbswq6ddrmfla/access/wayback/https://s3-eu-west-1.amazonaws.com/pstorage-futurescan-2612504476/17905706/Ex118_Hagan_e.pdf,https://www.tandfonline.com/doi/abs/10.1080/20511787.2020.1731238,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D80%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=nf9XqnfDqXQJ&ei=jn9tYbq_DZ2N6rQPu_i3sAs&json=",,/scholar?q=info:nf9XqnfDqXQJ:scholar.google.com/&output=cite&scirp=81&hl=en
82,"['Q Luo', 'DX Liu', 'P Qiao', 'QG Feng']","['', 'lmQgUw0AAAAJ', 'Rb_idV0AAAAJ', '']",Microstructural damage characterization of concrete under freeze-thaw action,"X-ray CT scans were performed at University of California, Irvine with the ZEISS Xradia 410  Versa nano-CT. To analyze the microstructure  Reconstruction of volumetric microstructure  of concrete was performed with Xradia Versa 410 nano-CT and a 3D imaging visualization and",2018,International Journal of …,30,,https://journals.sagepub.com/doi/abs/10.1177/1056789517736573,"/scholar?cites=18165118736396693197&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D80%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=za63cT93F_wJ&ei=jn9tYbq_DZ2N6rQPu_i3sAs&json=","/scholar?q=related:za63cT93F_wJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:za63cT93F_wJ:scholar.google.com/&output=cite&scirp=82&hl=en
83,"['MJ Emerson', 'KM Jespersen', 'AB Dahl']","['jDepjc0AAAAJ', 'cUkSaycAAAAJ', 'WsgfNRMAAAAJ']",Individual fibre segmentation from 3D X-ray computed tomography for characterising the fibre orientation in unidirectional composite materials,mm 3 and were scanned in a laboratory micro-focus X-ray CT system (Zeiss Xradia Versa  520) with the settings listed in Table 1. Please note that the scan time can be estimated from  the number of projections and the exposure time; and that other parameters such as tube,2017,Composites Part A …,103,https://www.sciencedirect.com/science/article/pii/S1359835X16304560,https://www.sciencedirect.com/science/article/pii/S1359835X16304560,"/scholar?cites=7860068811701607483&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D80%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=O9yZl_CSFG0J&ei=jn9tYbq_DZ2N6rQPu_i3sAs&json=","/scholar?q=related:O9yZl_CSFG0J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:O9yZl_CSFG0J:scholar.google.com/&output=cite&scirp=83&hl=en
84,"['P Agrawal', 'S Thapliyal', 'SS Nene', 'RS Mishra']","['1DBQLJAAAAAJ', 'NyO3gqwAAAAJ', 'GVAyebwAAAAJ', 'VDbjyx4AAAAJ']",Excellent strength-ductility synergy in metastable high entropy alloy by laser powder bed additive manufacturing,"X-ray microscopy (XRM) of the as-printed sample was performed using Zeiss Xradia  Versa 520 microscope. The scan voltage and power for XRM were set to 160 kV and 10 kW,  respectively; the binning value was set to 1. Sample volume of 4.0 × 1.5 × 1 mm 3 from as-printed",2020,Additive …,33,https://www.researchgate.net/profile/Priyanshi-Agrawal/publication/338898891_Excellent_strength-ductility_synergy_in_metastable_high_entropy_alloy_by_laser_powder_bed_additive_manufacturing/links/5f199c6692851cd5fa3f5c47/Excellent-strength-ductility-synergy-in-metastable-high-entropy-alloy-by-laser-powder-bed-additive-manufacturing.pdf,https://www.sciencedirect.com/science/article/pii/S2214860419323632,"/scholar?cites=16642452621309518853&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D80%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=BSRszHve9eYJ&ei=jn9tYbq_DZ2N6rQPu_i3sAs&json=","/scholar?q=related:BSRszHve9eYJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:BSRszHve9eYJ:scholar.google.com/&output=cite&scirp=84&hl=en
85,"['C Gillen', 'A Garner', 'A Plowman', 'CP Race', 'T Lowe']","['UqPfsRUAAAAJ', 'Zc6ZEqQAAAAJ', '', '3OAOMlcAAAAJ', '']",Advanced 3D characterisation of iodine induced stress corrosion cracks in zirconium alloys,"μ-XCT was performed using a ZEISS Xradia Versa XRM-520 operating at 140 kV with a  current of 140 A. The voxel size for the high resolution scans was 1 μm, giving a spatial resolution  of ~3 μm. 2000 projections were taken for each sample, with a total acquisition time of 48 h",2018,Materials …,15,https://www.sciencedirect.com/science/article/pii/S1044580318300263,https://www.sciencedirect.com/science/article/pii/S1044580318300263,"/scholar?cites=17565450588367043883&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D80%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Kz1Ljz4ExfMJ&ei=jn9tYbq_DZ2N6rQPu_i3sAs&json=","/scholar?q=related:Kz1Ljz4ExfMJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:Kz1Ljz4ExfMJ:scholar.google.com/&output=cite&scirp=85&hl=en
86,"['L Saucedo-Mora', 'T Lowe', 'S Zhao', 'PD Lee']","['mr2RVnoAAAAJ', '', '', 'AY8iG6sAAAAJ']",In situ observation of mechanical damage within a SiC-SiC ceramic matrix composite,"The specimen was then transferred to an Xradia Versa 500 X-ray microscope at the same  facility. Tomographs of the tube wall were  The same specimen was also examined, without  load, using a Zeiss Xradia Versa 520 at the Hans Mahl Nanosolution Center (Germany) with 60",2016,Journal of Nuclear …,47,https://www.sciencedirect.com/science/article/pii/S0022311516304469,https://www.sciencedirect.com/science/article/pii/S0022311516304469,"/scholar?cites=17547682689272130545&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D80%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=8StWLW_khfMJ&ei=jn9tYbq_DZ2N6rQPu_i3sAs&json=","/scholar?q=related:8StWLW_khfMJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:8StWLW_khfMJ:scholar.google.com/&output=cite&scirp=86&hl=en
87,"['P Agrawal', 'S Shukla', 'S Thapliyal']","['1DBQLJAAAAAJ', 'RTYcaKAAAAAJ', 'NyO3gqwAAAAJ']",Microstructure–Property Correlation in a Laser Powder Bed Fusion Processed High‐Strength AF‐9628 Steel,"The asprinted specimen was inspected for inclusions, process induced pores and microcracks  using Xray microscopy (XRM) performed with a Zeiss Xradia Versa 520 X-ray microscope.  Scan voltage and power were set to 160 kV and 10 kW respectively; the binning value was",2021,Advanced …,8,https://www.researchgate.net/profile/Priyanka-Agrawal-10/publication/344156254_Microstructure-Property_Correlation_in_a_Laser_Powder_Bed_Fusion_Processed_High-Strength_AF-9628_Steel/links/5f566026a6fdcc9879d4c0cf/Microstructure-Property-Correlation-in-a-Laser-Powder-Bed-Fusion-Processed-High-Strength-AF-9628-Steel.pdf,https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.202000845,"/scholar?cites=10750534016609340232&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D80%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=SMvAtbqRMZUJ&ei=jn9tYbq_DZ2N6rQPu_i3sAs&json=","/scholar?q=related:SMvAtbqRMZUJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:SMvAtbqRMZUJ:scholar.google.com/&output=cite&scirp=87&hl=en
88,"['Q Han', 'Y Gu', 'R Setchi', 'F Lacan', 'R Johnston']","['iqsjAwYAAAAJ', 'Tkt7pgIAAAAJ', '', '', 'MAz8t_IAAAAJ']",Additive manufacturing of high-strength crack-free Ni-based Hastelloy X superalloy,"X-ray microtomography scanning, which was conducted to spatially investigate the size and  distribution of defects (eg microcracks and micropores), was performed on a lab-based Zeiss  Xradia Versa 520 (Carl Zeiss XRM, Pleasanton, CA, USA) X-ray microscope using a CCD",2019,Additive …,57,http://orca.cf.ac.uk/126066/1/Setchi%20R%20-%20Additive%20manufacturing%20of%20high-strength%20crack-free.pdf,https://www.sciencedirect.com/science/article/pii/S2214860419305822,"/scholar?cites=1851847430114796929&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D80%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=gWU2Gm0VsxkJ&ei=jn9tYbq_DZ2N6rQPu_i3sAs&json=","/scholar?q=related:gWU2Gm0VsxkJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:gWU2Gm0VsxkJ:scholar.google.com/&output=cite&scirp=88&hl=en
89,"['R Jervis', 'MDR Kok', 'J Montagut', 'JT Gostick']","['VHHWPUYAAAAJ', '5Cwgh8MAAAAJ', '', 'ikQG1IkAAAAJ']",X‐ray Nano Computed Tomography of Electrospun Fibrous Mats as Flow Battery Electrodes,"This scan was conducted using a Zeiss Xradia Versa 520 micro‐CT instrument (Carl  Zeiss XRM, Pleasanton, CA), operating with a source voltage of 40 kV and acquiring 1601  radiographs of 46 s exposure over a sample rotation of 360. The instrument utilizes a two‐stage",2018,Energy …,17,https://discovery.ucl.ac.uk/id/eprint/10064094/1/Jervis_revision_accepted.pdf,https://onlinelibrary.wiley.com/doi/abs/10.1002/ente.201800338,"/scholar?cites=17071105297474849995&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D80%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=ywxHS9K_6OwJ&ei=jn9tYbq_DZ2N6rQPu_i3sAs&json=","/scholar?q=related:ywxHS9K_6OwJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:ywxHS9K_6OwJ:scholar.google.com/&output=cite&scirp=89&hl=en
90,"['I Bacaicoa', 'M Wicke', 'M Luetje', 'F Zeismann']","['', 'knD4LpcAAAAJ', '', '']",Characterization of casting defects in a Fe-rich Al-Si-Cu alloy by microtomography and finite element analysis,"The three-dimensional measurements were carried out with ZEISS Xradia Versa 520 X-ray  microscope at a voltage of 60 KV and a current of 85.6 μA. 995 radiographs were captured  with a resolution of 1.0 μm and an exposure time of 12 s. After image correction filters, the",2017,Engineering Fracture …,20,,https://www.sciencedirect.com/science/article/pii/S0013794416305628,"/scholar?cites=1934266351077080213&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D90%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=lbzwhP_k1xoJ&ei=k39tYZSmOPWO6rQP-_6sgAI&json=","/scholar?q=related:lbzwhP_k1xoJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:lbzwhP_k1xoJ:scholar.google.com/&output=cite&scirp=90&hl=en
91,"['Y Liu', 'R Lerosey-Aubril', 'D Audo', 'D Zhai', 'H Mai']","['', '3EABPdIAAAAJ', 'H7isoWMAAAAJ', '', '']",Occurrence of the eudemersal radiodont Cambroraster in the early Cambrian Chengjiang Lagerstätte and the diversity of hurdiid ecomorphotypes,The specimen was also scanned using a Zeiss Xradia Versa 520 X-ray microscope. The  computed tomography (CT)-scan data were investigated and 3D models generated with  Drishti (see methods in Chen et al. ; Zhai et al.,2020,Geological …,10,https://www.researchgate.net/profile/Rudy-Lerosey-Aubril/publication/339310691_Occurrence_of_the_eudemersal_radiodont_Cambroraster_in_the_early_Cambrian_Chengjiang_Lagerstatte_and_the_diversity_of_hurdiid_ecomorphotypes/links/5f7de49e299bf1b53e15d313/Occurrence-of-the-eudemersal-radiodont-Cambroraster-in-the-early-Cambrian-Chengjiang-Lagerstaette-and-the-diversity-of-hurdiid-ecomorphotypes.pdf,https://www.cambridge.org/core/journals/geological-magazine/article/occurrence-of-the-eudemersal-radiodont-cambroraster-in-the-early-cambrian-chengjiang-lagerstatte-and-the-diversity-of-hurdiid-ecomorphotypes/D4AD12D56D158EC7AFD9ACBA499B6A7C,"/scholar?cites=4537427276050025727&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D90%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=_0whNxEu-D4J&ei=k39tYZSmOPWO6rQP-_6sgAI&json=","/scholar?q=related:_0whNxEu-D4J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:_0whNxEu-D4J:scholar.google.com/&output=cite&scirp=91&hl=en
92,"['Y Gu', 'B Ao', 'G Wu', 'W Wu']","['', '', '', '']",Three-dimensional structure analysis of EB-PVD thermal barrier coatings,"[9] , the imaging resolution is close to 0.5 μm, the typical equipment is Xradia company’s  Versa series. FIB-SEM is a destructive three- The specimen was imaged by X-ray micro-computed  tomography using a Zeiss Xradia Versa 520 X-ray microscope, before CT scanning,",2019,… on Novel Technology of X-Ray …,0,,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11068/110682L/Three-dimensional-structure-analysis-of-EB-PVD-thermal-barrier-coatings/10.1117/12.2524751.short,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D90%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=8EtVawcuG6sJ&ei=k39tYZSmOPWO6rQP-_6sgAI&json=","/scholar?q=related:8EtVawcuG6sJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:8EtVawcuG6sJ:scholar.google.com/&output=cite&scirp=92&hl=en
93,"['Y Zhang', 'M Lebedev', 'M Sarmadivaleh', 'A Barifcani']","['KH7t9TEAAAAJ', 'uJjEk34AAAAJ', 'IvMSX4gAAAAJ', '9NrAclMAAAAJ']",Swelling effect on coal micro structure and associated permeability reduction,", and this plug (Sample A) was imaged with an X-ray micro-computed tomography (Xradia  Versa-XRM) at a high resolution of (3.43 μm 3 ). X-ray  to the X-ray microscope VersaXRM-500  (Zeiss-Xradia). Funding for this facility was provided by the Australian Federal Government.",2016,Fuel,78,https://espace.curtin.edu.au/bitstream/handle/20.500.11937/16485/241147.pdf?sequence=2,https://www.sciencedirect.com/science/article/pii/S0016236116304690,"/scholar?cites=10287397347467511008&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D90%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=4MQY72EtxI4J&ei=k39tYZSmOPWO6rQP-_6sgAI&json=","/scholar?q=related:4MQY72EtxI4J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:4MQY72EtxI4J:scholar.google.com/&output=cite&scirp=93&hl=en
94,"['SS Nene', 'K Liu', 'S Sinha', 'M Frank', 'S Williams']","['GVAyebwAAAAJ', 'ZVYiRC0AAAAJ', 'XislwtgAAAAJ', '5B4vw48AAAAJ', '']",Superplasticity in fine grained dual phase high entropy alloy,"X-ray microscopy (XRM) of selected fractured tensile specimen was performed using Zeiss  Xradia Versa 520 microscope. The XRM scan was carried out at 80 kV and 7 W, using source  to sample distance of 15 mm and sample to detector distance of 21 mm. A 20X objective,",2020,Materialia,7,https://www.sciencedirect.com/science/article/am/pii/S2589152919303175,https://www.sciencedirect.com/science/article/pii/S2589152919303175,"/scholar?cites=2057440619284871990&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D90%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Njvvqld_jRwJ&ei=k39tYZSmOPWO6rQP-_6sgAI&json=","/scholar?q=related:Njvvqld_jRwJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:Njvvqld_jRwJ:scholar.google.com/&output=cite&scirp=94&hl=en
95,"['C Tan', 'SR Daemi', 'OO Taiwo', 'TMM Heenan', 'DJL Brett']","['4L01kMUAAAAJ', 'xgBnCXwAAAAJ', '8YB2wLkAAAAJ', 'HVsBu6cAAAAJ', 'NaoVcH8AAAAJ']",Evolution of electrochemical cell designs for in-situ and operando 3D characterization,"Manufacturer’s specifications for the ZEISS Xradia Versa 520 laboratory micro-CT  instrument used suggested at least 5000 counts and, as seen in Figure 1, this is unachievable  even at 120 kV. On the other hand, a factor of ca. 3 improvement in counts is observed with the",2018,Materials,22,https://www.mdpi.com/1996-1944/11/11/2157/pdf,https://www.mdpi.com/359840,"/scholar?cites=12166655883493710299&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D90%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=2xkPeBCl2KgJ&ei=k39tYZSmOPWO6rQP-_6sgAI&json=","/scholar?q=related:2xkPeBCl2KgJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:2xkPeBCl2KgJ:scholar.google.com/&output=cite&scirp=95&hl=en
96,"['JO Majasan', 'F Iacoviello', 'PR Shearing', 'DJL Brett']","['kYUvkDUAAAAJ', 'gV8KZkoAAAAJ', 'miDT3UQAAAAJ', 'NaoVcH8AAAAJ']",Effect of microstructure of porous transport layer on performance in polymer electrolyte membrane water electrolyser,"The porosity, tortuosity and porosity distribution of the PTL samples were obtained by X-ray  micro-computed tomography (ZEISS Xradia Versa 520, Carl Zeiss X-ray Microscopy Inc.,  Pleasanton, CA). The samples were scanned in their pristine state. Images from the scan were",2018,Energy Procedia,22,https://www.sciencedirect.com/science/article/pii/S1876610218305770/pdf?md5=074289859b1453c5e9a6082618c532fa&pid=1-s2.0-S1876610218305770-main.pdf,https://www.sciencedirect.com/science/article/pii/S1876610218305770,"/scholar?cites=15753099361271349165&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D90%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=rf8C1GdAntoJ&ei=k39tYZSmOPWO6rQP-_6sgAI&json=","/scholar?q=related:rf8C1GdAntoJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:rf8C1GdAntoJ:scholar.google.com/&output=cite&scirp=96&hl=en
97,"['RM Auenhammer', 'LP Mikkelsen', 'LE Asp']","['', '2GUSDXwAAAAJ', 'D-Ikt80AAAAJ']",Automated X-ray computer tomography segmentation method for finite element analysis of non-crimp fabric reinforced composites,"The X-ray computer tomography scans were performed at DTU Roskilde with a Zeiss Xradia  Versa 520 scanner, that has a 2000 × 2000 pixels  Scanning parameters at the used Zeiss  Xradia Versa 520 scanner at DTU Roskilde. Note that all samples have been stitched together",2021,Composite Structures,12,https://www.sciencedirect.com/science/article/pii/S0263822320330622,https://www.sciencedirect.com/science/article/pii/S0263822320330622,"/scholar?cites=10841300199543035388&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D90%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=_FUigRcJdJYJ&ei=k39tYZSmOPWO6rQP-_6sgAI&json=","/scholar?q=related:_FUigRcJdJYJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:_FUigRcJdJYJ:scholar.google.com/&output=cite&scirp=97&hl=en
98,"['P Townsend', 'E Larsson', 'T Karlson', 'SA Hall']","['', 'A9oS7vwAAAAJ', '', '']",Stochastic modelling of 3D fiber structures imaged with X-ray microtomography,"A cut 10 mm diameter disk of fiber material was scanned in an up-right position and in local  geometry (ie, only the central portion of the sample was imaged and reconstructed) using a  ZEISS Xradia Versa XRM520 system (Carl Zeiss, Germany) at the 4D Imaging Lab at Lund",2021,Computational Materials …,1,https://www.sciencedirect.com/science/article/pii/S0927025621001580,https://www.sciencedirect.com/science/article/pii/S0927025621001580,"/scholar?cites=5092968462506667608&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D90%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=WC76O9XbrUYJ&ei=k39tYZSmOPWO6rQP-_6sgAI&json=","/scholar?q=related:WC76O9XbrUYJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:WC76O9XbrUYJ:scholar.google.com/&output=cite&scirp=98&hl=en
99,"['LD Brown', 'TP Neville', 'R Jervis', 'TJ Mason']","['0DO_16kAAAAJ', 'VyA5iVsAAAAJ', 'VHHWPUYAAAAJ', 'ZlWpz1wAAAAJ']",The effect of felt compression on the performance and pressure drop of all-vanadium redox flow batteries,"(b)) were then placed inside a ZEISS Xradia Versa 520 3D X-ray microscope (Zeiss,  Pleasanton, CA). The tokens were scanned using the laboratory X-ray source utilising a tungsten  target and acceleration voltage of 40 kV p . A total of 1601 projections were taken with 12 s",2016,Journal of Energy …,47,https://discovery.ucl.ac.uk/id/eprint/1545053/3/Brett_R1_The%2520effect%2520of%2520felt%2520compression%2520on%2520the%2520performance%2520and%2520pressure%2520drop%2520of%2520all-vanadium%2520redox%2520flow%2520batteries%2520RJ_LDB.pdf,https://www.sciencedirect.com/science/article/pii/S2352152X16301876,"/scholar?cites=16055516664440109088&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D90%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=IDhRLVen0N4J&ei=k39tYZSmOPWO6rQP-_6sgAI&json=","/scholar?q=related:IDhRLVen0N4J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:IDhRLVen0N4J:scholar.google.com/&output=cite&scirp=99&hl=en
100,"['R Sarvesha', 'W Alam', 'A Gokhale', 'TS Guruprasad']","['lEyWoesAAAAJ', '', 'G4f9eI8AAAAJ', '3jcTP24AAAAJ']",Quantitative assessment of second phase particles characteristics and its role on the deformation response of a Mg-8Al-0.5 Zn alloy,"X-ray tomography was performed using a four-dimensional X-ray microscope (Zeiss,  Xradia Versa 520). A 3 mm square cross-section sample was cut using an electron discharge  machining (EDM) from the solutionized sample. The sample was further polished to obtain a",2019,Materials Science and …,19,,https://www.sciencedirect.com/science/article/pii/S0921509319306756,"/scholar?cites=4344893693239227251&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D100%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=c_NbNMspTDwJ&ei=m39tYf6gH4n2yAS2_IKgBw&json=","/scholar?q=related:c_NbNMspTDwJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:c_NbNMspTDwJ:scholar.google.com/&output=cite&scirp=100&hl=en
